npi,category,taxonomy_code,primary_switch,nppes_deactivated,ndh_role,cms_enrollment_org
1073390688,behavioral-health,101YM0800X,Y,,Y,Y
1073391926,advanced-practice,363LF0000X,Y,,Y,Y
1073393104,advanced-practice,363AS0400X,Y,,Y,
1073393146,behavioral-health,101YP2500X,Y,,Y,Y
1073394532,advanced-practice,363L00000X,Y,,Y,Y
1073395067,behavioral-health,106S00000X,Y,,,
1073395182,advanced-practice,363LF0000X,Y,,Y,Y
1073395653,behavioral-health,101YA0400X,Y,,,
1073395885,behavioral-health,104100000X,Y,,,
1073396339,other-clinical,170300000X,Y,,,
1073396420,advanced-practice,363LA2200X,Y,,Y,Y
1073396792,rehab-therapy,225100000X,Y,,Y,Y
1073397055,behavioral-health,106S00000X,Y,,Y,
1073397147,other-clinical,174H00000X,Y,,,
1073397881,student,390200000X,Y,,,
1073398178,behavioral-health,1041C0700X,Y,,,
1073398228,advanced-practice,363LF0000X,Y,,Y,Y
1073399226,behavioral-health,106H00000X,Y,,,
1073399309,behavioral-health,101YP2500X,Y,,,
1073399713,nursing,163W00000X,Y,,,
1073400156,behavioral-health,101YP2500X,Y,,,
1073400529,rehab-therapy,235Z00000X,Y,,,
1073400677,rehab-therapy,2251X0800X,Y,,Y,Y
1073402038,advanced-practice,363LA2200X,Y,,Y,Y
1073402590,behavioral-health,103G00000X,Y,,Y,Y
1073404976,student,390200000X,Y,,,
1073405395,student,390200000X,Y,,Y,Y
1073406088,student,390200000X,Y,,,
1073406427,physician,207X00000X,Y,,,
1073406450,advanced-practice,363LF0000X,Y,,Y,Y
1073406799,behavioral-health,104100000X,Y,,,
1073406948,advanced-practice,363AM0700X,Y,,Y,Y
1073407128,student,390200000X,Y,,,
1073407169,rehab-therapy,235Z00000X,Y,,,
1073407466,rehab-therapy,225100000X,Y,,Y,Y
1073407631,student,390200000X,Y,,,
1073407862,physician,2084P0800X,Y,,,
1073408928,student,390200000X,Y,,,
1073439196,not-in-nppes,,,,,
1073439741,not-in-nppes,,,,,
1073440327,not-in-nppes,,,,,
1073440996,not-in-nppes,,,,,
1073442109,not-in-nppes,,,,,
1073443297,not-in-nppes,,,,,
1073444030,not-in-nppes,,,,,
1073444691,not-in-nppes,,,,,
1073445433,not-in-nppes,,,,,
1073445938,not-in-nppes,,,,,
1073446407,not-in-nppes,,,,,
1073446753,not-in-nppes,,,,,
1073447058,not-in-nppes,,,,,
1073447108,not-in-nppes,,,,,
1073447199,not-in-nppes,,,,,
1073447231,not-in-nppes,,,,,
1073447470,not-in-nppes,,,,,
1073447579,not-in-nppes,,,,,
1073448098,not-in-nppes,,,,,
1073448585,not-in-nppes,,,,,
1073448601,not-in-nppes,,,,,
1073448957,not-in-nppes,,,,,
1073449898,not-in-nppes,,,,,
1073450193,not-in-nppes,,,,,
1073450912,not-in-nppes,,,,,
1073451340,not-in-nppes,,,,,
1073451654,not-in-nppes,,,,,
1073451795,not-in-nppes,,,,,
1073452603,not-in-nppes,,,,,
1073453643,not-in-nppes,,,,,
1073453726,not-in-nppes,,,,,
1073454740,not-in-nppes,,,,,
1073455226,not-in-nppes,,,,,
1073455309,not-in-nppes,,,,,
1073456992,not-in-nppes,,,,,
1073457388,not-in-nppes,,,,,
1073457909,not-in-nppes,,,,,Y
1073458071,not-in-nppes,,,,,
1073458113,not-in-nppes,,,,,
1073458840,not-in-nppes,,,,,
1073459848,not-in-nppes,,,,,
1073461554,not-in-nppes,,,,,
1073462024,nursing,163WM1400X,Y,,,
1073462172,supplier,332B00000X,Y,,Y,
1073463915,other-clinical,171100000X,Y,,,
1073464772,rehab-therapy,2251X0800X,Y,,,
1073467122,not-in-nppes,,,,,
1073469417,not-in-nppes,,,,,
1073470795,rehab-therapy,235Z00000X,Y,,,
1073471702,behavioral-health,104100000X,Y,,,
1073472114,behavioral-health,101Y00000X,Y,,,
1073474748,rehab-therapy,235Z00000X,Y,,,
1073476230,rehab-therapy,225X00000X,Y,,,
1073476362,nursing,164W00000X,Y,,,
1073476586,chiropractic,111N00000X,Y,,,
1073478210,behavioral-health,104100000X,Y,,,
1073480141,advanced-practice,363LP0200X,Y,,Y,Y
1073480984,advanced-practice,363A00000X,Y,,Y,Y
1073481685,behavioral-health,101YM0800X,Y,,,
1073484267,chiropractic,111N00000X,Y,,Y,Y
1073485330,student,390200000X,Y,,,
1073486395,physician,208100000X,Y,,,
1073486981,rehab-therapy,225X00000X,Y,,Y,
1073487872,rehab-therapy,225200000X,Y,,,
1073488565,behavioral-health,101YM0800X,Y,,,
1073488995,advanced-practice,363L00000X,Y,,,
1073490983,advanced-practice,363LF0000X,Y,,Y,Y
1073492229,advanced-practice,363A00000X,Y,,Y,Y
1073493631,rehab-therapy,225100000X,Y,,Y,Y
1073493730,student,390200000X,Y,,,
1073496287,dental,122300000X,Y,,,
1073496659,nursing,163W00000X,Y,,,
1073497467,behavioral-health,104100000X,Y,,,
1073499190,physician,207P00000X,Y,,Y,
1073500385,physician,207Q00000X,Y,,,
1073500633,advanced-practice,367500000X,Y,,Y,Y
1073500989,advanced-practice,367500000X,Y,,Y,Y
1073501052,physician,207RG0100X,Y,,Y,Y
1073501227,advanced-practice,367500000X,Y,,Y,Y
1073501581,physician,208000000X,Y,,,
1073501763,behavioral-health,104100000X,Y,,,
1073501987,physician,207Q00000X,Y,,Y,
1073502092,chiropractic,111N00000X,Y,,Y,Y
1073502308,physician,207Q00000X,Y,,Y,
1073502647,physician,207W00000X,Y,,Y,Y
1073502738,behavioral-health,1041C0700X,Y,,,
1073503017,physician,2085R0202X,Y,,Y,
1073503066,advanced-practice,363LA2200X,Y,,Y,Y
1073503280,physician,207L00000X,Y,,Y,Y
1073503355,physician,207U00000X,Y,,Y,Y
1073503371,physician,207P00000X,Y,,Y,
1073503520,eye-vision,156FX1800X,Y,,,
1073504072,advanced-practice,363LP0200X,Y,,Y,
1073504155,physician,207L00000X,Y,,Y,Y
1073504197,physician,207W00000X,Y,,,Y
1073504692,physician,207X00000X,Y,,Y,Y
1073504924,physician,207L00000X,Y,,Y,Y
1073505079,physician,208000000X,Y,,Y,
1073505434,chiropractic,111N00000X,Y,,Y,Y
1073505467,physician,207Q00000X,Y,,,
1073506424,physician,207RC0000X,Y,,Y,Y
1073506515,physician,207Q00000X,Y,,Y,Y
1073506648,physician,208G00000X,Y,,Y,Y
1073506853,physician,207Q00000X,Y,,,
1073506945,physician,207Q00000X,Y,,,
1073506986,physician,207R00000X,Y,,Y,Y
1073507216,physician,207R00000X,Y,,,
1073507224,physician,207Q00000X,Y,,Y,Y
1073507265,physician,2085R0202X,Y,,,
1073507323,dental,1223G0001X,Y,,,
1073507521,physician,207R00000X,Y,,Y,
1073507703,physician,207W00000X,Y,,Y,Y
1073507778,other-clinical,173000000X,Y,,Y,Y
1073507927,physician,207V00000X,Y,,Y,Y
1073507943,physician,208D00000X,Y,,Y,Y
1073508370,rehab-therapy,2251E1300X,Y,,,
1073508388,physician,207P00000X,Y,,,
1073508453,physician,2085R0202X,Y,,Y,Y
1073508834,dental,1223P0221X,Y,,Y,
1073508958,physician,207RG0300X,Y,,Y,
1073509212,physician,207Q00000X,Y,,Y,Y
1073509386,eye-vision,152W00000X,Y,,Y,Y
1073509394,advanced-practice,367500000X,Y,,Y,Y
1073509527,physician,207N00000X,Y,,Y,Y
1073509675,eye-vision,152W00000X,Y,Y,Y,Y
1073509832,advanced-practice,363A00000X,Y,,Y,Y
1073509865,eye-vision,152W00000X,Y,,Y,Y
1073509964,physician,208000000X,Y,,Y,Y
1073509998,physician,207Q00000X,Y,,Y,Y
1073510012,physician,207Q00000X,Y,,Y,
1073510137,chiropractic,111N00000X,Y,,,
1073510186,physician,207V00000X,Y,,,
1073510293,physician,207RP1001X,Y,,Y,Y
1073510418,physician,207Q00000X,Y,,Y,Y
1073511036,rehab-therapy,225100000X,Y,,,
1073511093,pharmacy,183500000X,Y,,,
1073511317,dental,122300000X,Y,,,
1073511580,podiatry,213EP1101X,Y,,Y,Y
1073511713,physician,208000000X,Y,,Y,
1073511945,rehab-therapy,225100000X,Y,,,
1073512489,physician,207R00000X,Y,,Y,Y
1073512620,physician,207R00000X,Y,,Y,
1073512737,rehab-therapy,225100000X,Y,,,
1073512810,advanced-practice,363L00000X,Y,,Y,Y
1073512927,physician,2084P0800X,Y,,Y,Y
1073513339,chiropractic,111N00000X,Y,,Y,Y
1073513412,eye-vision,152W00000X,Y,,Y,Y
1073513503,physician,208000000X,Y,,,
1073513669,physician,207Q00000X,Y,,,
1073513768,physician,207V00000X,Y,,,
1073513784,physician,207Q00000X,Y,,Y,
1073513867,advanced-practice,363L00000X,Y,,,
1073514121,physician,207RG0300X,Y,,Y,
1073514212,behavioral-health,101Y00000X,Y,,Y,Y
1073514246,physician,207Q00000X,Y,,Y,Y
1073514287,physician,207V00000X,Y,,Y,Y
1073514535,physician,207V00000X,Y,,Y,Y
1073514550,physician,207RI0011X,Y,,Y,Y
1073514923,physician,207W00000X,Y,,Y,Y
1073514964,dental,122300000X,Y,,,
1073515102,chiropractic,111NN0400X,Y,,,
1073515375,physician,207Q00000X,Y,,Y,Y
1073515441,physician,207Q00000X,Y,,Y,Y
1073515474,physician,207L00000X,Y,,,
1073515649,physician,2084P0800X,Y,,Y,Y
1073515789,physician,2085R0001X,Y,,Y,Y
1073515888,physician,207W00000X,Y,,,
1073516142,physician,207RH0003X,Y,,Y,Y
1073516670,physician,207RG0300X,Y,,Y,Y
1073516696,physician,208000000X,Y,,Y,
1073517421,rehab-therapy,225100000X,Y,,,
1073517918,physician,207RC0000X,Y,,Y,Y
1073518056,physician,207XS0117X,Y,,Y,Y
1073518122,rehab-therapy,225100000X,Y,,Y,Y
1073518395,physician,207U00000X,Y,,Y,Y
1073519112,chiropractic,111N00000X,Y,,,
1073519179,advanced-practice,363LX0001X,Y,,,
1073519187,advanced-practice,363LA2200X,Y,,Y,Y
1073519351,physician,207L00000X,Y,,Y,Y
1073519526,advanced-practice,363L00000X,Y,,Y,Y
1073519633,podiatry,213EP1101X,Y,,Y,Y
1073519666,physician,207R00000X,Y,,Y,Y
1073519732,physician,208000000X,Y,,Y,
1073520276,rehab-therapy,225100000X,Y,,,Y
1073520458,physician,207RG0100X,Y,,Y,Y
1073520623,pharmacy,1835P1200X,Y,,,
1073520854,chiropractic,111N00000X,Y,,,
1073521217,physician,207X00000X,Y,,Y,Y
1073521324,behavioral-health,103T00000X,Y,,,
1073521571,physician,2080P0006X,Y,,,
1073522009,physician,207L00000X,Y,,Y,
1073522710,behavioral-health,1041C0700X,Y,,Y,Y
1073523353,physician,207P00000X,Y,,Y,
1073523775,eye-vision,152W00000X,Y,,Y,
1073524070,rehab-therapy,225100000X,Y,,,
1073524286,chiropractic,111N00000X,Y,,Y,Y
1073524823,physician,207R00000X,Y,,,
1073525127,pharmacy,183500000X,Y,,,
1073525168,advanced-practice,367500000X,Y,,,
1073525333,behavioral-health,103TC0700X,Y,,,
1073525580,rehab-therapy,225100000X,Y,,,
1073525911,eye-vision,152W00000X,Y,,Y,Y
1073526240,physician,2085R0202X,Y,,Y,Y
1073526257,physician,2080P0203X,Y,,Y,Y
1073526364,physician,207R00000X,Y,,Y,
1073526570,physician,207Q00000X,Y,,Y,Y
1073527602,advanced-practice,363A00000X,Y,,Y,
1073527966,physician,2080P0006X,Y,,,
1073528717,behavioral-health,1041C0700X,Y,,Y,
1073528881,physician,207RG0300X,Y,,,
1073529509,physician,207P00000X,Y,,Y,Y
1073530085,physician,207P00000X,Y,,,
1073530424,physician,207Q00000X,Y,,Y,Y
1073530507,dental,1223G0001X,Y,,,
1073530648,behavioral-health,101YM0800X,Y,,,
1073531216,rehab-therapy,2251X0800X,Y,,,
1073531224,physician,207NS0135X,Y,,,
1073531398,physician,207RN0300X,Y,,Y,
1073532131,chiropractic,111N00000X,Y,,Y,Y
1073532164,dental,1223E0200X,Y,,,
1073533584,physician,208000000X,Y,,Y,Y
1073534764,physician,2084P0800X,Y,,,
1073534830,physician,2085R0001X,Y,,Y,Y
1073534954,physician,208000000X,Y,,Y,Y
1073536116,physician,207RE0101X,Y,,,
1073536330,physician,207R00000X,Y,,Y,
1073536389,physician,207L00000X,Y,,Y,
1073536652,physician,208000000X,Y,,,
1073536934,physician,207R00000X,Y,,Y,Y
1073537825,behavioral-health,101YM0800X,Y,,,
1073538070,physician,208000000X,Y,,Y,Y
1073538641,physician,207N00000X,Y,,Y,Y
1073538740,physician,207P00000X,Y,,Y,Y
1073538971,physician,208100000X,Y,,Y,Y
1073540050,chiropractic,111N00000X,Y,,,
1073540142,behavioral-health,1041C0700X,Y,,,
1073540217,advanced-practice,363LF0000X,Y,,,
1073540332,physician,207RX0202X,Y,,Y,Y
1073540464,physician,207Q00000X,Y,,Y,Y
1073540852,physician,207P00000X,Y,,Y,Y
1073541249,rehab-therapy,225100000X,Y,,Y,Y
1073541322,rehab-therapy,225100000X,Y,,,
1073541371,physician,207Y00000X,Y,,Y,Y
1073541744,physician,207Q00000X,Y,,,
1073541892,physician,2084P0800X,Y,,Y,
1073541926,physician,207V00000X,Y,,,
1073542486,behavioral-health,101YM0800X,Y,,,
1073542494,behavioral-health,101YM0800X,Y,,,
1073542619,physician,207R00000X,Y,,Y,Y
1073542718,physician,207RE0101X,Y,,,
1073543138,rehab-therapy,225100000X,Y,,,
1073543195,physician,207Q00000X,Y,,Y,Y
1073543559,podiatry,213ES0103X,Y,,Y,Y
1073543823,dietary,133V00000X,Y,,,
1073544284,physician,207R00000X,Y,,Y,
1073544375,physician,207R00000X,Y,,Y,Y
1073544383,rehab-therapy,225100000X,Y,,,
1073544433,physician,207Q00000X,Y,,Y,Y
1073544672,dental,1223G0001X,Y,,,
1073544946,physician,208M00000X,Y,,Y,Y
1073545638,physician,207Q00000X,Y,,Y,Y
1073545653,physician,207R00000X,Y,,,
1073546784,emergency-medical,146D00000X,Y,,,
1073546891,physician,207Q00000X,Y,,Y,Y
1073547048,physician,207K00000X,Y,,Y,Y
1073547329,chiropractic,111NX0100X,Y,,Y,
1073547410,podiatry,213E00000X,Y,,,
1073547428,physician,207Q00000X,Y,,Y,
1073547790,behavioral-health,101Y00000X,Y,,,
1073547816,behavioral-health,1041C0700X,Y,,,
1073548673,physician,207N00000X,Y,,Y,Y
1073548772,rehab-therapy,225700000X,Y,,,
1073548822,eye-vision,152W00000X,Y,,,
1073549457,rehab-therapy,2255A2300X,Y,,,
1073550125,chiropractic,111N00000X,Y,,,
1073550224,physician,207Q00000X,Y,,,
1073550257,physician,207RN0300X,Y,,,
1073550380,physician,207Q00000X,Y,,Y,Y
1073550802,physician,2084P0800X,Y,,,
1073550968,advanced-practice,363LF0000X,Y,,Y,Y
1073550984,physician,207Q00000X,Y,,Y,Y
1073551891,behavioral-health,1041C0700X,Y,,,
1073552147,physician,207RC0000X,Y,,Y,Y
1073552303,physician,208600000X,Y,,Y,
1073552675,podiatry,213EP1101X,Y,,Y,
1073552840,physician,207QG0300X,Y,,Y,Y
1073553236,chiropractic,111N00000X,Y,,Y,
1073553301,rehab-therapy,225100000X,Y,,,
1073553806,behavioral-health,1041C0700X,Y,,,
1073554127,physician,207Q00000X,Y,,,
1073554135,chiropractic,111N00000X,Y,,Y,Y
1073554895,physician,207Q00000X,Y,,,
1073555199,other-clinical,174400000X,Y,,,
1073555447,rehab-therapy,225100000X,Y,,Y,
1073555702,rehab-therapy,231H00000X,Y,,Y,Y
1073555835,podiatry,213E00000X,Y,,Y,
1073556007,physician,2084P0800X,Y,,Y,Y
1073556494,dental,1223X0400X,Y,,,
1073556536,physician,207Q00000X,Y,,Y,Y
1073557138,behavioral-health,103T00000X,Y,,,
1073557344,physician,207V00000X,Y,,Y,Y
1073558409,physician,207R00000X,Y,,Y,Y
1073559282,physician,207P00000X,Y,,Y,Y
1073559316,physician,2084P0804X,Y,,Y,Y
1073559753,physician,207P00000X,Y,,Y,
1073560074,physician,207P00000X,Y,,,
1073560090,dietary,133V00000X,Y,,,
1073560439,advanced-practice,367500000X,Y,,Y,Y
1073560926,advanced-practice,363L00000X,Y,,Y,
1073561585,physician,208M00000X,Y,,Y,
1073561643,physician,207Q00000X,Y,,,
1073561916,physician,207Q00000X,Y,,Y,
1073561981,eye-vision,152W00000X,Y,,,
1073563078,physician,207XS0106X,Y,,Y,
1073563144,physician,2084P0804X,Y,,,
1073563292,physician,207Q00000X,Y,,Y,Y
1073563300,physician,207P00000X,Y,,,
1073563367,physician,207R00000X,Y,,Y,Y
1073563466,physician,207RP1001X,Y,,Y,Y
1073563540,physician,2085N0700X,Y,,,
1073563870,podiatry,213E00000X,Y,,Y,
1073564340,physician,208000000X,Y,,,
1073564738,behavioral-health,1041C0700X,Y,,,
1073564985,physician,208600000X,Y,,Y,
1073565263,physician,207RN0300X,Y,,,
1073565529,physician,207R00000X,Y,,Y,
1073565941,physician,207RP1001X,Y,,Y,Y
1073566204,advanced-practice,363A00000X,Y,,Y,Y
1073566642,physician,207RG0100X,Y,,Y,
1073566832,advanced-practice,363L00000X,Y,,Y,Y
1073567087,physician,208100000X,Y,,Y,Y
1073567764,physician,207RI0011X,Y,,Y,Y
1073567947,chiropractic,111N00000X,Y,,Y,Y
1073568002,rehab-therapy,225X00000X,Y,,,
1073569158,physician,207RC0001X,Y,,Y,Y
1073569851,physician,207L00000X,Y,,Y,
1073569984,physician,207W00000X,Y,,Y,Y
1073570289,rehab-therapy,225100000X,Y,,,
1073570438,physician,208000000X,Y,,Y,Y
1073570610,physician,207VE0102X,Y,,,
1073570677,rehab-therapy,225100000X,Y,,Y,Y
1073570719,physician,2084N0400X,Y,,Y,Y
1073570768,physician,2080P0206X,Y,,Y,Y
1073570933,physician,207R00000X,Y,,Y,Y
1073571097,physician,207WX0107X,Y,,Y,Y
1073571626,physician,207QA0505X,Y,,Y,Y
1073571899,physician,208000000X,Y,,Y,Y
1073572020,physician,2085R0204X,Y,,,
1073572087,physician,2084N0400X,Y,,,
1073572319,physician,207P00000X,Y,,Y,Y
1073572509,physician,208800000X,Y,,,
1073572616,advanced-practice,363AS0400X,Y,,Y,
1073572699,chiropractic,111N00000X,Y,,,
1073573440,dental,1223G0001X,Y,,,
1073573531,physician,207V00000X,Y,,,
1073573671,physician,208600000X,Y,,Y,Y
1073573895,rehab-therapy,225X00000X,Y,,Y,
1073573929,physician,207Q00000X,Y,,Y,Y
1073574117,advanced-practice,363A00000X,Y,,Y,Y
1073574125,physician,207V00000X,Y,,Y,Y
1073574257,physician,207RG0300X,Y,,Y,Y
1073574406,physician,207V00000X,Y,,Y,Y
1073574570,advanced-practice,363LW0102X,Y,,Y,Y
1073574638,rehab-therapy,225100000X,Y,,,
1073574976,advanced-practice,367500000X,Y,,Y,Y
1073575197,dental,1223S0112X,Y,,,
1073575205,advanced-practice,363A00000X,Y,,Y,Y
1073575361,advanced-practice,363A00000X,Y,,Y,Y
1073576252,advanced-practice,363L00000X,Y,,,
1073576278,physician,2084P0800X,Y,,Y,Y
1073576476,rehab-therapy,225100000X,Y,,,
1073576708,rehab-therapy,225100000X,Y,,,
1073576716,advanced-practice,363AM0700X,Y,,Y,
1073576849,physician,207R00000X,Y,,Y,Y
1073576914,advanced-practice,363L00000X,Y,,Y,Y
1073576922,physician,207RH0003X,Y,,Y,
1073576971,advanced-practice,367500000X,Y,,Y,Y
1073577243,physician,2084N0400X,Y,,Y,
1073577359,rehab-therapy,225100000X,Y,,,
1073577383,physician,207RP1001X,Y,,Y,Y
1073577391,physician,207RP1001X,Y,,Y,Y
1073577714,physician,207L00000X,Y,,,
1073577995,podiatry,213ES0131X,Y,,Y,
1073578191,physician,207ZP0102X,Y,,Y,Y
1073578258,rehab-therapy,225100000X,Y,,,
1073578852,advanced-practice,367500000X,Y,,Y,Y
1073579157,advanced-practice,363LX0001X,Y,,Y,Y
1073579249,chiropractic,111N00000X,Y,,,
1073579561,chiropractic,111N00000X,Y,,,
1073580023,physician,207RC0000X,Y,,Y,Y
1073580486,physician,207RG0100X,Y,,Y,Y
1073580510,advanced-practice,367A00000X,Y,,,
1073580601,physician,207R00000X,Y,,,
1073580940,physician,207RG0100X,Y,,Y,Y
1073581013,physician,2086S0129X,Y,,Y,Y
1073581039,other-clinical,174400000X,Y,,,
1073581393,physician,2085R0202X,Y,,Y,Y
1073581518,advanced-practice,363L00000X,Y,,,
1073581815,advanced-practice,367500000X,Y,,Y,
1073581948,physician,207Q00000X,Y,,Y,Y
1073582136,chiropractic,111N00000X,Y,,,
1073582540,physician,207RP1001X,Y,,Y,
1073582557,physician,2085R0202X,Y,,Y,Y
1073582565,advanced-practice,367500000X,Y,,,
1073582599,rehab-therapy,231H00000X,Y,,Y,Y
1073583191,physician,2086S0129X,Y,,,
1073583332,physician,207Q00000X,Y,,,
1073583852,physician,207R00000X,Y,,Y,
1073583902,physician,207W00000X,Y,,Y,
1073583936,behavioral-health,101YP2500X,Y,,,
1073584272,physician,207RH0003X,Y,,,
1073585154,physician,207ZD0900X,Y,,,
1073585212,physician,2085R0202X,Y,,Y,Y
1073585394,advanced-practice,367500000X,Y,,Y,Y
1073585634,advanced-practice,363LW0102X,Y,,Y,Y
1073585790,other-clinical,174400000X,Y,,,
1073585840,physician,207Q00000X,Y,,Y,Y
1073585907,physician,207ND0101X,Y,,Y,Y
1073585931,physician,207QA0505X,Y,,,
1073585956,physician,207RP1001X,Y,,Y,
1073586178,physician,207RC0000X,Y,,Y,Y
1073586236,other-clinical,174400000X,Y,,,
1073586251,physician,2085R0202X,Y,,,
1073586350,other-clinical,174400000X,Y,,Y,Y
1073586533,physician,207P00000X,Y,,Y,Y
1073586616,chiropractic,111N00000X,Y,,Y,Y
1073586798,advanced-practice,363LF0000X,Y,,,
1073587218,other-clinical,174400000X,Y,,Y,Y
1073587333,advanced-practice,367500000X,Y,,,
1073587515,physician,207R00000X,Y,,Y,Y
1073587556,physician,207RC0000X,Y,,,
1073587580,physician,207RC0000X,Y,,,
1073587598,physician,207Q00000X,Y,,Y,
1073587648,physician,207RH0003X,Y,,Y,Y
1073587739,physician,2086X0206X,Y,,,
1073588067,physician,207RG0300X,Y,,Y,Y
1073588109,physician,207Q00000X,Y,,Y,Y
1073588166,advanced-practice,367500000X,Y,,Y,Y
1073588257,advanced-practice,363A00000X,Y,,Y,
1073588745,physician,207X00000X,Y,,,
1073588935,other-clinical,174400000X,Y,,Y,Y
1073589099,physician,207X00000X,Y,,Y,Y
1073589115,physician,207W00000X,Y,,,
1073589313,pharmacy,1835P1200X,Y,,,
1073589529,physician,207V00000X,Y,,,
1073589669,physician,2085R0001X,Y,,Y,Y
1073589693,advanced-practice,363A00000X,Y,,Y,
1073590311,physician,207XX0004X,Y,,Y,Y
1073590345,physician,207Y00000X,Y,,Y,Y
1073590360,physician,207P00000X,Y,,Y,
1073591129,behavioral-health,101Y00000X,Y,,,
1073591145,physician,207V00000X,Y,,,
1073591715,physician,207RC0000X,Y,,Y,Y
1073591855,physician,207Q00000X,Y,,,
1073591962,physician,208000000X,Y,,Y,Y
1073592143,chiropractic,111N00000X,Y,,,
1073593141,advanced-practice,363AM0700X,Y,,Y,
1073593471,physician,207V00000X,Y,,Y,
1073593539,physician,2085R0202X,Y,,Y,
1073594107,physician,207Q00000X,Y,,Y,Y
1073594669,physician,207RC0000X,Y,,,
1073594842,chiropractic,111N00000X,Y,,,
1073595302,dental,1223X0400X,Y,,,
1073595518,physician,208100000X,Y,,Y,Y
1073596417,eye-vision,156FX1800X,Y,,,
1073596680,advanced-practice,367500000X,Y,,,
1073597134,physician,207Q00000X,Y,,Y,Y
1073597266,physician,207L00000X,Y,,Y,Y
1073597696,behavioral-health,103TC1900X,Y,,,
1073597811,advanced-practice,367500000X,Y,,Y,
1073598702,physician,207L00000X,Y,,,
1073599395,chiropractic,111N00000X,Y,,Y,Y
1073599445,physician,207RE0101X,Y,,Y,Y
1073600425,advanced-practice,363LA2200X,Y,,Y,Y
1073600797,advanced-practice,363A00000X,Y,,Y,
1073600904,dental,1223E0200X,Y,,,
1073601191,advanced-practice,367500000X,Y,,Y,Y
1073601357,physician,207R00000X,Y,,Y,
1073601837,chiropractic,111N00000X,Y,,Y,
1073602041,podiatry,213E00000X,Y,,Y,Y
1073602116,physician,2085R0202X,Y,,,
1073602595,physician,2084P0800X,Y,,Y,Y
1073603023,eye-vision,152W00000X,Y,,,
1073603478,behavioral-health,103TC0700X,Y,,,
1073603718,eye-vision,152W00000X,Y,,Y,Y
1073604237,dental,1223G0001X,Y,,,
1073604351,advanced-practice,367500000X,Y,,Y,
1073604401,dental,122300000X,Y,,,
1073604989,pharmacy,183700000X,Y,,,
1073605176,behavioral-health,101YP2500X,Y,,,
1073605507,eye-vision,152W00000X,Y,,Y,Y
1073606877,chiropractic,111NN0400X,Y,,Y,Y
1073611380,nursing,163W00000X,Y,,,
1073612636,dental,1223G0001X,Y,,,
1073612818,pharmacy,183500000X,Y,,,
1073612974,eye-vision,152W00000X,Y,,,
1073613808,physician,207RG0100X,Y,,Y,Y
1073613907,physician,207Q00000X,Y,,Y,Y
